	('pCREB', 'Marker-type: phospho marker')	('pMAPKAP2', 'Marker-type: phospho marker')	('pERK1 2', 'Marker-type: phospho marker')	('pp38', 'Marker-type: phospho marker')	('pS6', 'Marker-type: phospho marker')	('CD14', 'Marker-type: surface marker')	('pPLCg2', 'Marker-type: phospho marker')	('pSTAT1', 'Marker-type: phospho marker')	('pSTAT5', 'Marker-type: phospho marker')	('HLADR', 'Marker-type: surface marker')	('CD1c', 'Marker-type: surface marker')	('CD19', 'Marker-type: surface marker')	('pSTAT3', 'Marker-type: phospho marker')	('CD123', 'Marker-type: surface marker')	('CD38', 'Marker-type: surface marker')	('CD16', 'Marker-type: surface marker')	('CD161', 'Marker-type: surface marker')	('CD66b', 'Marker-type: surface marker')	('CD57', 'Marker-type: surface marker')	('CD56', 'Marker-type: surface marker')	('CD3', 'Marker-type: surface marker')	('CD4', 'Marker-type: surface marker')	('IkBa', 'Marker-type: phospho marker')	('CD45', 'Marker-type: surface marker')	('CD27', 'Marker-type: surface marker')	('CD127', 'Marker-type: surface marker')	('CD25', 'Marker-type: surface marker')	('CD8', 'Marker-type: surface marker')
('cluster-562', 'Majority-Treatment: PMA', 'number in clust: 137')	0.780336643498247	0.5819857505368817	1.084093545357359	0.3884692600803179	0.24345012586499762	-0.2698854142816308	-0.16892909228594857	-0.19826878510171522	-0.11213227061557249	-0.2978509287282407	-0.15191215078411208	-0.2559204219626352	-0.01969108300447784	-0.13383490277796084	-0.40354377498134647	-0.24848844915703294	-0.15437132682690718	-0.10042765154699802	-0.2161955561383102	-0.23178712301811305	0.0014124238202445293	-0.767389006664773	0.4004360532847735	-0.28249223445317223	-0.29321674706616524	-0.1861955902859852	1.1463893329341173	2.6805038497185874
('cluster-623', 'Majority-Treatment: PMA', 'number in clust: 9')	0.2267094074939695	0.6730583042552852	1.4114278785395082	-0.07673872042326269	0.5471711022899821	-0.26573731541885465	-0.07163819955015523	-0.35195905819682777	-0.5985584100531791	-0.3265767931311368	-0.09388995334381095	-0.27215469274224	-0.03849397231847946	-0.13558352322186548	-0.46574839607047586	-0.28936685272229445	0.4545737621280373	-0.11094171713548473	-0.15842538588936145	-0.42498489307371984	0.23085975121004587	-0.763260778282672	1.37041053173461	-1.0190073734729697	-0.46512875937933373	0.5884985178091738	2.3143349900942587	3.0425466785314215
('cluster-422', 'Majority-Treatment: PMA', 'number in clust: 19')	0.5570450272267485	0.6190475652045774	0.17018937149702607	-0.10324116662645172	0.11356262934230311	-0.33350721465964245	0.1565534663494812	0.27512706111964924	-0.09013773441473355	-0.32397940353950894	-0.16578224623727128	-0.260564848699547	0.014057189356252735	-0.11336793198423299	-0.3982607960674586	0.2698390143396676	-0.3329766043200309	-0.11094171713548473	-0.2884544614525374	-0.4206861114960216	0.5098613098555255	-0.7925742670919662	0.6038332959509075	-1.1098677199971623	-0.4651287593793337	-0.22474684611315815	1.0695113623126433	2.8930247008261993
('cluster-1476', 'Majority-Treatment: Plasma', 'number in clust: 62')	-0.891302847248914	-0.7922051472321163	-0.7671246902337369	-0.6420556556435735	-0.1867007965086628	-0.28250333775067166	-0.21866172857415972	-0.433425366387785	-0.2708983608491551	-0.2994577306421789	-0.11531544989179857	-0.20279921445789875	-0.017161978377375847	-0.11877687794408409	-0.4080992440159929	-0.10870840089169206	-0.15468544750727087	-0.05200356823039197	0.02554448267847853	-0.1612182594165939	0.10631359599237997	-0.7434176344302824	-0.3233063130414848	0.7739561449550301	-0.27951308828524	-0.1644391102182452	3.1119455679313055	2.2032369153979556
('cluster-1747', 'Majority-Treatment: PMA', 'number in clust: 331')	-0.22552576794998053	-0.26530860150157615	0.3096033476805059	-0.20525009559885968	0.09272642259021673	-0.29433842468485677	-0.19484587336974118	-0.20999570073286924	-0.2904450255618026	-0.2615817993627555	-0.14498104471780723	-0.2296370344149669	-0.020334972869901078	-0.1253928050333896	-0.3788854715950249	-0.2516109134163538	-0.2988518939930758	-0.0746031210562922	-0.1872962810130069	-0.31430819353210493	-0.42441098894277185	-0.7666346447102363	-0.6639619900590875	-0.8518000614941322	-0.3776087709535219	-0.24810540466897493	-0.32401112843347996	1.919626859991929
('cluster-877', 'Majority-Treatment: PMA', 'number in clust: 339')	-0.5918122711716233	-0.38753049977351456	0.0847910414328741	-0.21504924434946568	0.1126939044861245	-0.3003416965289275	-0.2370703851401116	-0.46103913447493616	-0.4813976775130868	-0.2398554470926564	-0.13772627256011533	-0.2281245643960534	-0.02416842357138727	-0.11169218843768185	-0.38037724046588334	-0.20855463766614504	-0.2790742116277321	-0.06681925025152137	-0.13343108106137938	-0.31169513135151766	-0.4588014408221438	-0.7677770277548456	-0.8496450477740872	-0.40542571665480237	-0.3927495322861483	-0.23469095167720563	-0.4053715664278817	1.1739079170790818
('cluster-968', 'Majority-Treatment: PMA', 'number in clust: 262')	0.35924408673625646	0.5635762938337145	0.6551265215582933	0.07051471636772602	0.19807654771169933	-0.304808680104288	-0.15599933237117225	-0.15096275019612132	-0.3428568655522542	-0.2810873730969492	-0.15409947514066433	-0.23503945520332042	-0.010427566044866454	-0.1207637174858035	-0.3472341650736799	-0.24123752433436935	-0.18587248703019082	-0.09615533356770611	-0.24231511909452966	-0.2874065705866297	-0.05161518428901195	-0.7727960592604824	-0.48875098450617355	-0.6041943540267233	-0.26085703389580495	-0.2495882220063179	-0.34475649100914646	1.6609866639255746
('cluster-1581', 'Majority-Treatment: PMA', 'number in clust: 212')	-0.23830128072533857	-0.2701521282911606	0.3256226017888099	-0.19592690892605621	0.14982904793886498	-0.3137787109089155	-0.2983208282029944	-0.2976238295631597	-0.4428564946500635	-0.3174665568613309	-0.15478389099706966	-0.21949338818457792	-0.0251708455402354	-0.09687581452444724	-0.3984708181357194	-0.23006150766137398	-0.28642354115107066	-0.09555538890265829	-0.23344882375115925	-0.3483808094324404	0.052447097565775244	-0.7763080431987983	0.49476123585051407	0.25808428063437255	-0.22083936098773874	-0.2380812413130334	-0.27579071626251744	1.351793769471989
('cluster-219', 'Majority-Treatment: PMA', 'number in clust: 212')	-0.25090822699426235	-0.31526085756755085	0.3016259665685827	-0.3316224834968348	0.05367671720447219	-0.23846868757587325	-0.312424630657891	-0.3735173023967579	-0.48896587328234736	-0.3177990231973789	-0.1526293449125444	-0.24121123755599286	-0.0243309195239202	-0.12048429876331723	-0.392796405106458	-0.2013221516566743	-0.2647575592218047	-0.07644101946665369	-0.23140875830330077	-0.3328504203688598	-0.12613212303131846	-0.769120036879047	0.9774599188326374	-0.797111545131009	-0.33722031459357504	-0.20762475273730693	-0.32512399214273185	1.6122588984163777
('cluster-1325', 'Majority-Treatment: PMA', 'number in clust: 267')	0.0892428959717774	0.0035773793912774942	0.7027005860294904	-0.05996228601408586	0.08099674715192187	-0.31480905942707105	-0.20209293850235568	-0.2891269282045906	-0.4011399857227951	-0.3195530996323078	-0.16807631597971992	-0.26964019350266355	-0.002118243248760642	-0.09965597688978277	-0.38137455762513406	-0.25689805724732334	-0.2449656693152868	-0.09451203648040193	-0.2212295501855484	-0.38562072070404046	-0.13680413727913468	-0.7425111061211254	0.19137790309326047	-0.5614578276332456	-0.3375648236269751	-0.22151374500950652	-0.4252850041956421	1.0885279977399327
('cluster-890', 'Majority-Treatment: PMA', 'number in clust: 342')	0.11931407236426404	0.20482897084636276	0.4457054203574458	0.1347167585443839	0.10870728796912713	-0.2947479694883047	-0.29381631067692265	-0.3832039263288576	-0.48009874576159695	-0.31347365304286035	-0.15826827833056703	-0.21722535671552964	-0.016572155427454893	-0.12459933263463586	-0.3835568123971118	-0.234754529649899	-0.276141832745184	-0.09700495140001754	-0.2538277605349106	-0.3312480419477267	0.030421584442934725	-0.77560093954783	0.3149135499456185	-0.01621904470067854	-0.26534756696816364	-0.22347606890476168	-0.27699060721400903	0.6064895105347035
('cluster-1628', 'Majority-Treatment: PMA', 'number in clust: 95')	0.029343950923356035	-0.1716598398667996	0.8773678323540192	-0.26977611145043406	0.07066031172213388	-0.2105200611215842	1.043139980889567	-0.1818377258888115	-0.1605915355404447	-0.27643834759081254	-0.12017152297466988	-0.23290162980611331	-0.004739792782923624	-0.11838130679172558	-0.3410301984534256	-0.17691922324703363	0.014836738705560687	0.03801293238368864	0.2630871890806264	0.17991142419462736	-0.3379452255196879	-0.7720151690377074	-0.23013174010908238	-0.7686531033598267	-0.4185494220425568	-0.2665003085614256	-0.33609666727812626	1.2418787190349443
('cluster-1644', 'Majority-Treatment: Plasma', 'number in clust: 55')	-0.6087161095789313	-0.6198989081742029	-0.7465199686686304	-0.5895594120731827	-0.2024582193112339	-0.2338029950736142	-0.27559258882049015	-0.3057227588288311	1.7615337353146818	-0.3036549390577499	-0.12526229293417024	-0.07616619202427109	0.006974025705456201	-0.13558352322186543	0.003233187626925196	-0.17626841482157327	-0.2790098795667496	-0.024149243655715486	-0.2728831256150069	-0.3239397394499682	0.4387162329781245	-0.751481786811534	0.9696345835970198	-0.06742819109738993	-0.24953762965202314	-0.16428497850194038	0.5250516722117832	2.831391413639245
('cluster-987', 'Majority-Treatment: Plasma', 'number in clust: 283')	-0.5759093488735394	-0.5583134000530804	-0.733387218141539	-0.4971037067126306	-0.1598403957390605	-0.2746701520204482	-0.2560449843224802	-0.3330642444609197	1.1288387873902515	-0.28938303996013837	-0.1495442495529362	-0.18690742682322117	0.020866990826949892	-0.1113786800219747	-0.33762751078413566	-0.23320296972091997	-0.22827237019063598	-0.08526672599004691	-0.2516782684535837	-0.32115778144491697	0.21916798633749918	-0.7732061996170964	0.22514323661006275	0.3255309864405345	-0.1459619294389683	-0.17692764950469042	-0.3343108165312059	1.4727790978175135
('cluster-1773', 'Majority-Treatment: Plasma', 'number in clust: 73')	-0.6451364381073423	-0.7362620860182456	-0.6711114680454086	-0.5746264476482059	-0.15958472694254391	-0.26441794355244763	0.049468070662790915	-0.18954690490160028	2.6298440932252136	-0.15234605190455466	-0.15202306624317757	-0.18996043872389276	-0.022376009515580553	-0.11834075318964386	-0.29424199768453685	-0.11657553351889471	-0.26770120110346535	0.04049347551379424	0.09109177254084044	-0.0616883824124805	-0.0057034092519148705	-0.6961571368130229	-0.43205921044927226	1.1111536593084246	-0.40415104893224923	-0.0941002854052535	-0.09681223769789386	3.3755062278553454
('cluster-264', 'Majority-Treatment: Plasma', 'number in clust: 101')	-0.1637126085446073	-0.5347601277275553	-0.7014698088160339	-0.5427204555259021	-0.15339621245258453	-0.3024238437517648	0.15996724930399545	0.07117389089242424	1.2786568406824887	-0.27573569858029773	-0.14080941645698355	-0.24418765624702463	0.00023501925960679878	-0.13228386278528279	-0.2819859362533357	-0.1947919301191001	-0.31097319087147607	-0.07181209626529202	-0.1918674995400214	-0.22094859763006003	0.39414799005451684	-0.7510341081693636	-0.12254438193903336	2.046471144511276	-0.21489047232684796	-0.07750241440277397	-0.41585433559943186	2.4821237349086935
('cluster-1970', 'Majority-Treatment: Plasma', 'number in clust: 67')	-0.31213317882733543	-0.4016389289429174	-0.6784659190671605	-0.46766797522979214	-0.11730382982000966	-0.29279319548918364	0.15520720996746692	-0.07563229573352893	3.6626216662989055	-0.31478121103945894	-0.15807075458839934	-0.2472327657317061	-0.0020994397580455628	-0.11607169724446104	-0.3740760590052366	-0.06874273767305529	-0.24941243065812763	-0.04509807945911418	-0.20680047637699858	-0.19740714534481327	0.19965106728972337	-0.7542364564405923	0.553754631321587	0.4483967391732653	0.11705194052295909	-0.13091233698640875	-0.3077926212920536	2.031469444789736
('cluster-701', 'Majority-Treatment: Plasma', 'number in clust: 87')	-0.11078407452207235	-0.3784184785991582	-0.4192442996870986	-0.2896761148805758	-0.03581054720450343	-0.27569024219986005	-0.07109569582435782	-0.17167707761590567	2.1426154997153835	-0.31842352712411115	-0.16145909023252414	-0.1793511926907596	-0.01495569909053541	-0.10145150335333566	-0.322340424044559	-0.23624176509805644	-0.2511664469486141	-0.09711799317967178	-0.2634993162759471	-0.28352748043559606	0.21262745969274005	-0.7571545856495424	1.20528505501431	-0.2957677910364598	-0.04299809620806947	-0.21105583443372583	-0.3408949456294488	1.2250580980356744
('cluster-1533', 'Majority-Treatment: Plasma', 'number in clust: 30')	0.20634734048145448	0.18957165192050782	-0.22815320892633661	-0.11434174123710389	-0.0021387622809819484	-0.3268508255377638	0.4734280748615686	-0.07711415417647355	3.9265607314171986	-0.29579389909600134	-0.1309146211813124	-0.22828522453397995	-0.02386814785897523	-0.13096338772756916	-0.40992458458966413	-0.20164604567943245	-0.31561599270917995	-0.08041794191352186	-0.24285538574194493	-0.3736021053942098	0.20387474077657045	-0.7917601294314399	2.7277076030005776	0.5261437636179055	0.3804853302337376	0.1693381673350365	-0.4039245325590517	1.68489805645438
('cluster-182', 'Majority-Treatment: PMA', 'number in clust: 78')	0.07279215792974636	0.035668166818519184	-0.010738799539875814	0.07832974008703114	0.03941039517633886	-0.25981533583751115	0.491548497841519	0.2654189586360607	0.6086972532270224	-0.288938392530058	-0.15654056424496263	-0.22896275548870598	-0.00382741872662766	-0.12119023393457193	-0.26852382922069007	-0.2767436103309763	-0.2927692911199824	-0.09020524607806836	-0.20370180175713598	-0.11845555543701693	0.14898975685658364	-0.782015072097893	0.6208078069251175	0.7260092408043687	-0.12014818890588343	-0.253500768270277	-0.30110339615424675	0.8630609554281736
('cluster-1488', 'Majority-Treatment: PMA', 'number in clust: 228')	-0.11173110921022322	0.05363846250673473	0.44282217237805627	-0.20234188176203585	0.1316468117453283	-0.3063064595075816	-0.12176457757318823	-0.32772833555416964	1.1072619061838938	-0.2945093044748335	-0.1598923391918442	-0.24688845164042228	-0.018690217115467492	-0.11344302467111568	-0.391935835810944	-0.24332215537556337	-0.11669675846202889	-0.08840177551430296	-0.22346615015536894	-0.28734258729708234	-0.24204564066505907	-0.7487417028627901	-0.017706218492097775	-0.5833005974184654	-0.38598504340301115	-0.17683680491323486	-0.32456662436412353	1.076345592807017
('cluster-1284', 'Majority-Treatment: PMA', 'number in clust: 62')	0.36457011077224	0.4354799665315911	0.6811057923983576	0.15528289409337037	0.2177089266027091	-0.3014001050169971	0.2668299365157454	0.1742616525536873	3.0326849478507354	-0.31229793114330356	-0.16131392897068159	-0.19949548092753966	-0.01764677099855679	-0.08546214885560395	-0.40670937669420415	-0.14732831794962328	-0.31628261474602926	-0.06706614693650154	0.05026501677353608	-0.057657611099535565	-0.12528049639582928	-0.7856983081022396	-0.3655445026289711	-0.4121803068852414	-0.16206512924233862	-0.19413541139991602	-0.10895148217539856	1.8003294300110344
('cluster-1285', 'Majority-Treatment: PMA', 'number in clust: 123')	0.3055356536303096	0.37955675605137007	1.057292585525831	0.18940093441133232	0.19224305306799633	-0.29500965271810103	-0.012253211780341819	0.36916124053433375	0.9712757262036353	-0.30383051093068303	-0.14766000586537165	-0.17774069301129378	-0.015544754658196769	-0.11975711888802541	-0.31564025935636425	-0.23012165646342422	-0.2224252533709404	-0.0864418279834505	-0.17901874158057807	-0.034190842330279525	0.1151802817299341	-0.7804329262239962	-0.020700523413476214	-0.13469061171376612	-0.3010370513557668	-0.2109475281590958	-0.3560791730144603	2.311188095340986
('cluster-697', 'Majority-Treatment: PMA', 'number in clust: 108')	0.5903175094092479	0.6411426591102728	1.0576212089933084	0.4068021191900925	0.26493659970643824	-0.21038283631984137	0.22675676651357118	-0.07330369080278294	1.7900535749540398	-0.28820759309402544	-0.13312617135943078	-0.020913789156026763	-0.007063328362719774	-0.09397281928505011	-0.35280391538081124	-0.21909426168770726	-0.21852274858310494	-0.075064144419661	-0.17341912733687417	-0.23150707802745618	0.13730137148687405	-0.7707855756404094	-0.15520366764900437	0.4285707971820202	-0.26414596007578395	-0.18561665604276917	-0.20364170379245175	3.610201035560194
('cluster-88', 'Majority-Treatment: PMA', 'number in clust: 106')	0.24400118535256415	0.526476279234994	0.4080880767036556	0.16412786957699446	0.15538018035153714	-0.258802862190476	-0.043348805840533224	-0.07064444876429327	1.2499217807345928	-0.3176032065490727	-0.15020431342135424	-0.18632635499369024	-0.007459831623892347	-0.1282212120543282	-0.3779919504798485	-0.2408807413850213	-0.24456670937924174	-0.07095849863729942	-0.21130901996375848	-0.2636626379751598	0.09877782099155395	-0.7787779922710883	0.055993571486988164	0.4690251319532999	0.6276520802007374	-0.21824641765113062	-0.2638850684113982	2.035240225865235
('cluster-1585', 'Majority-Treatment: PMA', 'number in clust: 50')	0.29279960272072963	0.47014241889099995	0.7241489052163271	0.004915347494595929	0.15895724691031163	-0.2888810299342613	-0.044797266720115025	-0.15716686202658753	1.8615871797896162	-0.3060718430918383	-0.08959843714240749	-0.27215469274224	-0.009170882634936373	-0.09448962103679412	-0.39434863041953355	-0.16368163315867496	-0.2909804646912234	-0.07049562651243454	-0.24880020014296103	-0.3558190676308743	0.3328139097858727	-0.7904963935425019	1.4984232336805368	0.5975765226931572	1.8281833118896367	-0.2818312299661851	-0.2996053438275376	1.3290347231003095
('cluster-166', 'Majority-Treatment: PMA', 'number in clust: 19')	0.3889071423273717	0.35909450419422195	0.9344408772916283	0.2293118262786512	0.25793041215562246	-0.3031364203075471	0.12147227888587193	-0.3848564896980733	2.3008125459121627	-0.32606571706672527	-0.09737044287725148	-0.2242173740582243	0.0001968895007367089	-0.12237719032914258	-0.433335551902196	-0.010100243578531445	-0.3175086246871632	-0.09798798187638118	-0.2477011123820887	-0.2562391384127148	0.05477929967936072	-0.7716458088720631	1.7682690088199509	-0.6143995686644829	1.3911323211409001	1.386555079815295	-0.2198828648074478	1.951414938116957
('cluster-1946', 'Majority-Treatment: Plasma', 'number in clust: 35')	-0.3238544562976414	-0.4429267664840876	-0.5471854573198406	-0.5773528954475962	-0.0922073442860232	-0.2654326815683657	0.015426396634835705	0.1577214154397171	0.1122337160485679	1.293064917435311	-0.12519950753538484	-0.11827837045511272	-0.01726041487038762	-0.13393299799757083	2.668465397222845	-0.03215589471063774	-0.1478400488546483	-0.08897600369376842	-0.19338491060398139	-0.18162302533067556	0.00864869487139743	-0.7823024140789429	-0.5246395945727491	1.3292300424482304	-0.4651287593793337	-0.2818312299661851	0.016909060497448242	4.559816061883631
('cluster-1199', 'Majority-Treatment: Plasma', 'number in clust: 43')	-0.286731616270719	-0.4404719385793061	-0.4830776980648517	-0.44207843212238324	-0.10594572214345026	-0.3270150037429667	-0.14048010761492954	-0.3785249796300031	-0.4487807198452061	0.1008597861611704	-0.15739529530982652	-0.24273681355437782	-0.014714432393049119	-0.12614445549319658	1.8187008759145253	-0.22923139993904276	-0.31841626512357946	0.008015803541366068	-0.1785597606109789	-0.3129312999918881	0.6901568849528654	-0.7587176547951593	-0.755153864173876	2.0124738271814877	-0.12387762482170792	-0.2818312299661851	-0.3202422490378361	3.665690497049632
('cluster-1933', 'Majority-Treatment: Plasma', 'number in clust: 25')	-0.01492535670728841	-0.5451050234494764	-0.7769896350867215	-0.5109745105040931	-0.15535502645750082	-0.07338026712935147	0.22060134082038987	0.0015628832021042825	-0.01636141563242899	-0.11703565731323011	-0.08538869455118996	-0.27215469274224	-0.01728185657237555	-0.10822787515538455	2.8163190544767205	-0.16973366667421866	-0.22943669315241183	-0.05490287321464701	-0.17768023645867703	-0.30481016854086884	0.6695862228348376	-0.7830201265299537	-0.35482449164893964	0.9848540556074797	1.071925797045518	-0.2818312299661851	0.3153850645576302	4.315835799478237
('cluster-1847', 'Majority-Treatment: Plasma', 'number in clust: 63')	-0.3506735717001162	-0.660649363157699	-0.7522166616140709	-0.6530826018980639	-0.15547875154864763	-0.2925604171228371	-0.1193953552134133	-0.2623683675966356	-0.4923185354205374	-0.07592501628806124	-0.11935687938849755	-0.21203959029497246	-0.017097582446712258	-0.13558311204690826	2.0529751408328836	-0.24498336755380942	-0.06198273528013917	-0.07003044015159153	-0.26493668272773924	-0.1735193188532623	0.5588873773196212	-0.7532974848801814	-0.2499518682690877	0.8442488909992966	-0.28149250641738083	-0.25993330795160247	-0.19435404275273138	1.5147185489287
('cluster-368', 'Majority-Treatment: PMA', 'number in clust: 55')	0.7391762530167002	0.5929004787697921	0.9604650060411443	0.3469947108619867	0.2951952731840346	-0.28386397160055893	0.23486279841186788	-0.16210358962510105	-0.11998514880682665	0.15816965011429598	-0.15131728809454903	0.09024287080579978	-0.016931226120209964	-0.10475848565204175	1.980639993121544	0.10553801545928579	-0.1018838226233015	-0.06657766817351253	-0.1800064885816742	-0.22587719734467968	-0.10117943884049685	-0.754756863953353	-0.5863382189966889	0.9835259542670263	-0.26635362909420346	-0.12102310158952212	-0.21674123214806998	2.6247170003543014
('cluster-1530', 'Majority-Treatment: PMA', 'number in clust: 143')	-0.13201298474179143	0.007149142733861017	0.27364485231646785	-0.11426369238781146	0.06887953791508826	-0.2686107080345203	-0.05182537531001815	1.2178560531810196	-0.4099438267280199	-0.2859809943546005	-0.09758761066747851	-0.17206873365869424	-0.018432185473100195	-0.1302669134754129	-0.335164572953315	-0.2096930447429655	-0.10635094989076546	-0.04280767384520228	-0.036872949903930655	-0.16147521164674494	-0.2922859466368945	-0.7706186367748132	-0.4370862537162908	-0.014502720219237354	-0.2860187420984489	-0.23152231425930236	-0.16111000786673146	1.4311614067829845
('cluster-120', 'Majority-Treatment: PMA', 'number in clust: 77')	-0.24218319849956746	-0.25055758493458863	0.21472542794560245	-0.343021813496402	0.09922517283650913	-0.32344821145524344	0.016751673749661265	1.4664331482916126	-0.05673856527790487	-0.23513347462406958	-0.12229897871807084	-0.15025096276574132	-0.015685982555374043	-0.12428658491378854	-0.1466509960410345	-0.18240593262172855	-0.3080676911524092	-0.04761539453758399	-0.1368025288019775	-0.29439732362471477	-0.30614275025700344	-0.7833485641143361	-0.5062100841485063	0.8226417109991131	-0.3488734894651713	-0.2818312299661851	-0.4412062313798543	2.5736909889538286
('cluster-721', 'Majority-Treatment: PMA', 'number in clust: 22')	-0.035409197924597555	0.0418700958945107	0.3564252838536834	0.1415079500629421	0.051985720250356415	-0.20479435408790608	0.997998610447344	2.919709761739903	0.3824409176667434	-0.3131696233358278	-0.13769220730138512	-0.21346791070705876	0.014906354987361809	-0.12854562443551654	-0.33412072098914053	-0.23028001758995637	-0.17597887363617734	-0.10086693461432414	0.16929636539023676	-0.01150314604433503	-0.35759842771590833	-0.7734962366942674	-0.45433937216711534	-0.7032553650469787	-0.03716799069633787	-0.2818312299661851	-0.39714833231832836	2.5716153058945745
('cluster-1435', 'Majority-Treatment: Plasma', 'number in clust: 105')	-0.4829021176796709	-0.5159446466679097	-0.675770322644693	-0.48962218535035157	-0.15123686708353384	-0.3047285167860151	0.21409734841167322	1.6456666928249648	0.13688454792450497	-0.29658892351272914	-0.09109215773222543	-0.2044752929698645	-0.01513320223248021	-0.04549489268074776	-0.33087157673207634	-0.24547110364039376	-0.23466814109964035	-0.08104570056881703	-0.21663951275172225	-0.2718716809450248	0.241287227232376	-0.7727375328995699	-0.09583868672211943	-0.3507438693795099	-0.18470128690495335	-0.19850055089633153	-0.29660382066096774	1.5335732806732572
('cluster-1711', 'Majority-Treatment: Plasma', 'number in clust: 35')	-0.7459686671831728	-0.836497508513401	-0.7828433147511251	-0.4470640373718507	-0.21109022917810646	0.09998896424906792	0.3145053314643203	1.8381335998267336	-0.4480424457963907	-0.1651839551522835	-0.14526356227731255	-0.24276381915274628	-0.002004830010457632	-0.13137267694140703	-0.10750114787929962	-0.15388178247720505	0.0523588688884139	0.10808268237383378	0.8977898936530743	0.1698223104159372	0.25004294384714143	-0.749497695993986	-0.712914447230701	1.4072964788856117	-0.34616748015835	-0.281831229966185	-0.3226469177774768	3.0999856097051133
('cluster-1852', 'Majority-Treatment: Plasma', 'number in clust: 53')	-1.023239814844344	-0.7085400015972115	-0.8074719671959838	-0.7820139601748037	-0.216264703886496	-0.33253885418875784	-0.03360403483397197	-0.26224641353885697	-0.3572903555496965	-0.09177828375678526	-0.13933606761561204	-0.19195292172956027	-0.0061195939093026015	-0.12017950117045594	-0.355981566118578	-0.012905754572817618	-0.10897810298469984	0.19100040484730677	0.6994948606379174	-0.2853201116989407	0.28486464576455817	-0.7549464383481117	-0.5951945776688867	1.3946502391228481	-0.3955074827448597	-0.281831229966185	-0.2905324603000559	5.209586340882647
('cluster-538', 'Majority-Treatment: Plasma', 'number in clust: 95')	-0.37864292121787996	-0.6077099940586297	-0.7074023442824543	-0.6171352654638899	-0.1741583187161656	-0.26491872030450203	-0.171641024140219	-0.2572398095712966	-0.1698251296686591	-0.25643221389036946	-0.15375410043621962	-0.20212931056047595	-0.021284784338988345	-0.05420247736863186	-0.37187195531237055	-0.18058950191172232	-0.1707465091277395	-0.052924173568610317	-0.07904744265174457	-0.29192229932825076	0.11642676425917367	-0.7258722521068157	-0.3673546855721539	1.674600763516563	-0.3119598660572391	-0.09017373817872361	-0.27015064745860984	6.970471844394493
('cluster-1759', 'Majority-Treatment: Plasma', 'number in clust: 139')	-0.7680110094256529	-0.7840125788733443	-0.7782791937831411	-0.6600621882992991	-0.1721386007244761	-0.318178486135276	-0.17345555882244681	-0.47115425638753256	-0.3677709314797539	-0.2859779602627798	-0.14465166812951705	-0.239594712881732	-0.009604514892487712	-0.08961161796349912	-0.400491157785899	-0.0865872009340987	-0.2757080801224451	-0.10163451353132738	-0.1704727730134078	-0.18494089377752063	0.07328889403114276	-0.7635144259704532	-0.8393849989950155	1.8896632130351498	-0.4278135250171119	-0.20119577860277424	-0.2798436785835614	4.578221305127318
('cluster-1438', 'Majority-Treatment: Plasma', 'number in clust: 346')	-0.6586279536739759	-0.7299184565256065	-0.7268090519053286	-0.6154893004247234	-0.15741771197674873	-0.2899220938781778	-0.17460129497519744	-0.3259407350625829	-0.3473870799532614	-0.2561174296365657	-0.13705111790779423	-0.19446052848398135	-0.0163790217024121	-0.10815297319396147	-0.3849363702662827	-0.2017017051731284	-0.21107936717271145	-0.09654893207256188	-0.14541447709205385	-0.2553768688837011	-0.025201301813270457	-0.7713241920348928	-0.3717773291807375	0.8704785328942575	-0.3843927595018937	-0.22160556886013952	-0.3728708694987136	3.2909931411721116
('cluster-1081', 'Majority-Treatment: Plasma', 'number in clust: 62')	-0.25382375977599564	-0.6058072745379017	-0.6868606177907618	-0.3922372002570853	-0.13951311851912127	-0.249415896419585	0.08225000141998964	0.7591100475145808	-0.08052472632604127	-0.09139157007796544	-0.15186851176647048	-0.18975352096671766	-0.0012939889714514998	-0.0878990981736639	0.0016959071890837423	-0.2008703292964124	-0.2987445686374676	-0.0910834328157483	-0.17425104160470606	-0.13660151028469997	0.13486035565029936	-0.7735622253343285	-0.39009842648967485	1.6483084563490695	-0.25133118591689574	-0.0011293693580038094	-0.023314963764253082	4.638154203123675
('cluster-1592', 'Majority-Treatment: Plasma', 'number in clust: 110')	-0.16672628653316246	-0.46948072618944037	-0.4479070881715145	-0.47748384876122973	-0.05565816106610298	-0.3045462504042198	-0.20999462594545357	-0.36104284518773333	-0.4693876524881567	-0.2865737410131043	0.01800412917167022	-0.18786476523341408	-0.013554388602465321	-0.12219267938863025	-0.3280943733749642	-0.2540839494052218	-0.2990986766133534	-0.10625096721882835	-0.26230537058343467	-0.20535548864870704	0.27452198251214754	-0.7589940369577893	0.5758502331719794	1.6839984953529923	0.1810902510801359	-0.15869971336177627	-0.34023632667461984	3.773856307518555
('cluster-1186', 'Majority-Treatment: Plasma', 'number in clust: 21')	-0.22909004069398664	-0.7456652518680498	-0.7634053248796537	-0.5093301517030213	-0.17651346390780082	-0.3363547786360304	0.029765484299862012	-0.5413988963627414	-0.03984566716397836	-0.24341192478061022	-0.12596969223332635	-0.27215469274224	-0.018114872157371974	-0.09641350475389185	-0.4626677649774339	-0.22117636702149124	-0.33297660432003096	-0.09800524227915414	-0.2699712370407914	-0.2836893589884547	-0.004342313962154209	-0.7881550003061075	0.28108864566916353	0.7299598658479839	0.5583798640131622	1.4633570158637699	-0.44042257071187174	6.422267127746643
