	('pCREB', 'Marker-type: phospho marker')	('pMAPKAP2', 'Marker-type: phospho marker')	('pERK1 2', 'Marker-type: phospho marker')	('pp38', 'Marker-type: phospho marker')	('pS6', 'Marker-type: phospho marker')	('CD14', 'Marker-type: surface marker')	('pPLCg2', 'Marker-type: phospho marker')	('pSTAT1', 'Marker-type: phospho marker')	('pSTAT5', 'Marker-type: phospho marker')	('HLADR', 'Marker-type: surface marker')	('CD1c', 'Marker-type: surface marker')	('CD19', 'Marker-type: surface marker')	('pSTAT3', 'Marker-type: phospho marker')	('CD123', 'Marker-type: surface marker')	('CD38', 'Marker-type: surface marker')	('CD16', 'Marker-type: surface marker')	('CD161', 'Marker-type: surface marker')	('CD66b', 'Marker-type: surface marker')	('CD57', 'Marker-type: surface marker')	('CD56', 'Marker-type: surface marker')	('CD3', 'Marker-type: surface marker')	('CD4', 'Marker-type: surface marker')	('IkBa', 'Marker-type: phospho marker')	('CD45', 'Marker-type: surface marker')	('CD27', 'Marker-type: surface marker')	('CD127', 'Marker-type: surface marker')	('CD25', 'Marker-type: surface marker')	('CD8', 'Marker-type: surface marker')
('cluster-1848', 'Majority-Treatment: PMA', 'number in clust: 24')	1.1206903286682508	0.23526484576221018	3.2295330298359435	0.2795719711982646	0.296287029012731	-0.18783653822899762	-0.18201663963955358	-0.19054775081709383	-0.49386554603362437	-0.3265767931311368	-0.17397115021715284	-0.27215469274224	-0.014599146021903197	-0.13558352322186548	-0.4567263830169117	0.024205371525423385	-0.2621877660864194	-0.0906791097113903	-0.19633197347480777	-0.17195806526731983	-0.02576514492247683	2.012925566064539	0.9800325902138128	0.9814807979324202	-0.39591280050346134	-0.22062973702130798	0.8433899177343682	-0.41810992108206646
('cluster-415', 'Majority-Treatment: PMA', 'number in clust: 108')	0.7662605467720692	0.2695252255953209	2.1287234172341	0.06600323429614315	0.6050378077062784	-0.3136834062877726	-0.33450146367138095	-0.36072679668612523	-0.31834753608217536	-0.31650749418433366	-0.10886495084815498	-0.27215469274224	-0.014712288190717049	-0.12983784018928712	-0.4554146847163025	-0.21439565170541028	-0.09899024145531209	-0.08332817117740124	-0.2209426451867388	-0.09851733444476152	-0.10323114277223837	1.1181592615502516	0.9817006031886855	0.8768519973907566	-0.41716543791845095	-0.20030364471714224	-0.08404294785685482	-0.4161745177156646
('cluster-1079', 'Majority-Treatment: PMA', 'number in clust: 130')	1.1641030909361658	0.6807414905982454	1.0495307308709467	0.26860247766902684	0.3327282996005539	-0.2922278706923178	-0.23232088674883367	0.08738024860202932	-0.30246844573761134	-0.30167503204082385	-0.15440095037442617	-0.25656238990335745	-0.012574445877301908	-0.11593602297802585	-0.4276334139058645	-0.27555853129848396	-0.2465541480809396	-0.10217329237908762	-0.24958198959238573	-0.23693148873288544	-0.18445116659619834	0.15387385507587914	0.35736514904837974	-0.13611428051230312	-0.407949894555384	0.0735044775552888	0.7079196969030255	-0.39873235107545957
('cluster-38', 'Majority-Treatment: PMA', 'number in clust: 64')	1.6482809976466264	0.715406877767295	1.2875258629799708	0.5787090720753997	0.37283657741414017	-0.20706994403106796	-0.2320821368177937	-0.014975436632998862	-0.5125338690103223	-0.3146361412338768	-0.10816855310857217	-0.25757951238853044	-0.015265472936088912	-0.1339965582834564	-0.24346729666786118	-0.26164412715783536	-0.18182278443219943	-0.10017775599146052	-0.24531047822082366	0.4150711068278963	0.2455122126643665	0.18958659375670942	-0.25425428240818104	0.28398844400275824	-0.4177377644729934	-0.1799842166707353	0.6149160831977254	-0.42230572681111184
('cluster-1727', 'Majority-Treatment: PMA', 'number in clust: 81')	0.9921407909953411	0.8366079171646557	1.7463862176755813	0.40953788590910517	0.36535039956716847	-0.2750860245820472	-0.2608648795647899	0.0988843535789524	-0.5378764374142776	-0.30876731632483345	-0.14158979987023443	-0.27215469274224	-0.017665591305799897	-0.12922090033743314	-0.4140829141438523	-0.23118406399613406	-0.2376712345485471	-0.107765011239589	-0.2602455423173791	-0.15785981307750185	0.7764330991739425	-0.04404316493427292	-0.4265206460458328	-0.371927609503105	-0.32486562281967385	-0.2370067703127511	0.5489230333267849	-0.2653031334602239
('cluster-1210', 'Majority-Treatment: PMA', 'number in clust: 11')	2.272030069224236	1.7710290850677874	3.6602358906194623	2.772524956183143	0.7607850719015236	0.14411608848985188	-0.2718364238923545	0.49834078039218604	-0.5042470097362094	-0.3045944683824441	-0.09827371730348634	-0.22957120706875922	-0.023880692250970587	-0.13558352322186548	-0.4611272873484948	-0.28936685272229445	-0.1231100054160094	-0.11094171713548473	-0.22527991195408714	0.33819156017580465	0.03739168949289788	0.31926171297595973	1.6376022804784742	0.39656446296377984	-0.22999687268830127	0.9318863807897546	4.113233960216015	-0.0697588083908894
('cluster-683', 'Majority-Treatment: PMA', 'number in clust: 168')	1.2101136751579062	0.9749563814927573	2.031311623504114	1.0761047344842478	0.5026904120922594	-0.2823993920099024	-0.2895730201819006	-0.2264353051592198	-0.12471661272200256	-0.31248051895436346	-0.1587322373031795	-0.17510206495792902	-0.006673579588963977	-0.10883030328540423	-0.4375350097150421	-0.22980919197297534	-0.20276900048682248	-0.0744539923645133	-0.2482262906288656	-0.07699966962449359	0.2377240541092196	0.3260983873606499	1.3243301767426947	-0.032147474989191245	-0.36919506632523613	-0.04568754028705764	1.7468333406917314	-0.3738565518676236
('cluster-1907', 'Majority-Treatment: PMA', 'number in clust: 108')	1.226622915432994	0.9581611337924291	2.5153569152680024	1.1920723896867504	0.4315470163521722	-0.27391863780493814	-0.238964724237586	-0.10598426724691172	-0.2003688817115377	-0.31780282969648677	-0.13676318314850844	-0.2245520913801389	-0.01307853373764253	-0.1162445392589518	-0.4227660752729771	-0.18649385796970142	-0.2047655237367368	-0.1106386912019436	-0.25691999784210356	-0.07722770624928722	0.10144112632230382	0.436153260205305	0.18760467428175379	0.5072524817217038	-0.35169255330650073	-0.16995884068589345	3.3048985595524374	-0.38679256627654707
('cluster-1974', 'Majority-Treatment: PMA', 'number in clust: 144')	0.5896009137225472	0.504813716471511	1.8344673761005177	0.6450951329366805	0.3005869153644432	-0.29911015047904727	-0.22222717075561044	-0.01791977387757529	-0.3524333175450924	-0.29630775743828786	-0.1695128832884234	-0.2460622542849669	-0.014037199903105214	-0.12299147867229607	-0.37385110109188496	-0.27853810656046646	-0.14870681248842912	-0.10354225164357744	-0.23338791652254484	-0.11572244215566158	0.05123021942324279	0.803674498166029	0.21987121704081194	-0.031149736856904576	-0.40552874238088593	-0.19913221660272018	1.263696258468526	-0.38997862965656815
('cluster-1499', 'Majority-Treatment: PMA', 'number in clust: 33')	1.5850054668224365	0.6745114400054333	2.861699925039536	0.5160032373683454	0.6795879652624948	-0.33040686121955426	-0.3808879908811439	-0.2951877630488022	0.038700313053634305	-0.3080349471083631	-0.07911647337658266	-0.27215469274224	-0.0183890685020573	-0.1300336831257396	-0.4531431720271898	-0.22331435882008377	0.2664477121485765	-0.11094171713548473	-0.24357463152767628	0.6307438384669943	-0.03466933717230803	0.6001089654643668	0.3634131585486876	0.4210685429344788	-0.2600103250607584	1.387103305916307	1.8426452606910062	-0.36732220763817947
('cluster-1469', 'Majority-Treatment: PMA', 'number in clust: 65')	1.4212007764014183	1.0901995141501317	2.2960646301893424	0.9659855055228401	0.5719335418274714	-0.27443837745130617	-0.19376594458826774	0.5598146553897605	-0.11328849709419381	-0.323757884447339	-0.14165190990217377	-0.17518366636001861	-0.007995010630914613	-0.124509296161974	-0.40933888862387546	-0.2046033521577802	1.063221824435861	-0.0760228726724948	-0.2544762448486886	0.16079254275888583	-0.049605655740289405	0.6639226573992745	0.1713095129503379	0.5492054028810297	-0.15254316915643507	-0.20939040836984493	1.300484701310706	-0.39780120935245106
('cluster-705', 'Majority-Treatment: PMA', 'number in clust: 98')	1.4040901166964672	0.33836017319571604	1.922855781418429	0.12380287473914768	0.410198757121396	-0.3007827879364897	-0.17559248583010192	-0.200715953435633	-0.4238206264183804	-0.31237262320960774	-0.079736920058249	-0.23777576657377703	-0.016892932245447283	-0.13142961863943792	-0.45755331120146503	-0.23716150996059604	-0.2833212959306118	-0.10777370029260812	-0.2626312672195064	-0.3278939340008279	-0.15859947868566288	-0.042346911711285566	1.6875367965459658	-0.4430751377116981	-0.06506625020029749	-0.2641878435620179	0.07236151495148457	-0.3776591883516322
('cluster-364', 'Majority-Treatment: PMA', 'number in clust: 57')	1.31943322617115	0.9646582994505395	1.8685232392323916	0.6862757906475366	0.5033533376068616	-0.2058323566453089	-0.19488221749794937	-0.23178520515439702	-0.39625749203977667	-0.3045774819897516	-0.17649249920164142	-0.1260621726433031	-0.02021985872713364	-0.1238857817548459	-0.4363090407756165	-0.23821415766305357	0.43828370867528027	-0.09105016804718657	-0.27242513161587995	0.2652634002445439	-0.42250756221317765	-0.12876840710039084	1.1632476466283042	-0.9688943618543711	-0.4340462694859501	-0.13573056588201277	0.20128652822384746	-0.39379538039483025
('cluster-1992', 'Majority-Treatment: PMA', 'number in clust: 116')	1.8505647558507612	1.172366696223462	2.72259107581243	0.8726545280891981	0.5928603721700196	-0.2643413325868968	-0.12648804594997357	-0.285213076430969	-0.19303004305618643	-0.3174822380992223	-0.12491542393740047	-0.23738323829228633	0.00860301357780326	-0.1173995734770065	-0.4266236849668348	-0.26325916575900826	0.12326494104650325	-0.05856864219511636	-0.26023597189759085	-0.020559837501257776	0.9569580054363882	0.34614354933611025	2.194444071151086	0.5985344723329327	-0.30305397582682075	0.09313231884325435	0.2407911016552675	-0.3990678690070606
('cluster-1027', 'Majority-Treatment: PMA', 'number in clust: 154')	1.0865312891981085	0.762040040190956	1.7523180593292966	1.1820887967111815	0.3923259329786442	-0.2828043771503191	-0.32629781107638633	0.037244883612700515	-0.41485161042246327	-0.2970742800674619	-0.15204937237463634	-0.22220820976104808	-0.0018306370289333457	-0.10945191675518398	-0.4348520125099183	-0.28230979349237223	-0.1868872584527624	-0.06992572106675149	-0.24512289795306588	-0.14983880272832106	0.016875048067771396	-0.11953454628473814	1.3179300817171895	0.12584135255932483	-0.33197897683543187	-0.2535568364602829	-0.04627165602343756	-0.3482165615779397
('cluster-1158', 'Majority-Treatment: PMA', 'number in clust: 154')	0.6483650062497761	0.3357800575793839	1.8514370891754812	0.10091991976315592	0.44384678366069474	-0.28110792350727765	-0.2809447863680654	-0.2563588581986112	-0.2979572396045293	-0.3091584300064434	-0.1601012370569849	-0.23972845930489953	-0.015817533173924675	-0.12016551544117068	-0.4428470406480386	-0.25745009437155575	-0.04147003078303311	-0.09117148611904499	-0.2522568243421341	0.013276999700950963	-0.13679221559349025	0.08815171064085134	0.5509884761342777	-0.14087552073728637	-0.3913240547668408	-0.23713365498838054	-0.32235337749985205	-0.41907655209090783
('cluster-961', 'Majority-Treatment: PMA', 'number in clust: 202')	0.6549717880045937	0.3708266454700997	1.1889451761198695	0.043592813112192694	0.24024424854517734	-0.26063819859517223	-0.24698042474463167	-0.3582981320871009	-0.4037443949930435	-0.3112389193932503	-0.1242125852040906	-0.23745338040025393	-0.016426738067632347	-0.12376585344444793	-0.39916148616047253	-0.23992259185801756	-0.16516088518424582	-0.07782226919267717	-0.2462867827584177	-0.1814364166854737	0.02960727340681869	-0.46934263697147877	0.6485758757856734	0.2603813503447611	-0.4086280774340903	-0.24625036335772083	-0.19276785927333323	-0.37296576431114137
('cluster-1778', 'Majority-Treatment: PMA', 'number in clust: 162')	0.9387964615296858	0.43314694275647486	0.7909679865297659	0.09926543842755672	0.17169412437021087	-0.2653509429738412	-0.2735636085222858	-0.356226039638231	0.1258963718389714	-0.27524326190319903	-0.13142388311260478	-0.24524763728004526	-0.01701032275429937	-0.12874705401100717	-0.370402138054565	-0.24600541390491676	-0.242645222529979	-0.07516310794461849	-0.24714119219910824	-0.17269173245809494	0.18372022274554164	0.1347220162754208	0.40124806326044626	-0.6382751712961358	-0.2942798965534054	-0.19204059053581699	-0.3786731697543969	-0.40699678493292485
('cluster-991', 'Majority-Treatment: PMA', 'number in clust: 99')	1.4606762389757213	1.4212143674534916	1.365705156756645	0.3554748917540402	0.38101519480187546	-0.2977651378141497	0.170943561894813	-0.12686322706218697	-0.16847689966028598	-0.32132553605803676	-0.15782645054703906	-0.2188378082981738	0.0003202729640306018	-0.11926691562355378	-0.3740023682638843	-0.20738153043516788	-0.2671075104165848	-0.11094171713548473	-0.27807207972879155	-0.27758343615928693	0.04475196259139078	0.3392763709464495	0.28330428836044963	-0.4569665533750797	-0.2647460957127826	-0.22566476744964062	-0.12404311871823083	-0.4012181331581061
('cluster-1820', 'Majority-Treatment: PMA', 'number in clust: 91')	0.3812340923835856	0.7003828005740199	1.3661426414899336	1.4087017230628827	0.2793222096528342	-0.2707402036063612	-0.2640718948943998	-0.027202752213402022	-0.2958658909847097	-0.2714345040037645	-0.15043397087384228	-0.2315147431941079	-0.018418253383142603	-0.11303216059205885	-0.35078427248953287	-0.2717933755784394	-0.08607297162769076	-0.10539819299013421	-0.22111511587113253	0.0482907137647894	-0.106679652560833	0.19453007626723426	-0.6745818461672305	1.2148018396289535	-0.28562957739548295	-0.1952237583340521	0.788242170078616	-0.3915944630221787
('cluster-944', 'Majority-Treatment: PMA', 'number in clust: 248')	0.7751945758687971	1.006781083554489	0.9423969157243616	0.8261923991763	0.19063126935162925	-0.28262344675266055	-0.2166841159308282	0.021561975824897505	-0.3637959999417949	-0.27393427655356134	-0.14812793302185828	-0.21720962228665863	-0.004596117242208187	-0.12192481345087317	-0.2635773449508829	-0.20595403181604058	-0.18017481287013412	-0.08895801140030782	-0.2072315059261393	-0.17673637902024883	-0.06747841325371154	-0.2455900609698798	-0.6391481803183935	0.9527516814235599	-0.3831709503830192	-0.16962837942529774	-0.26614185653973665	-0.34945710269393765
('cluster-1425', 'Majority-Treatment: PMA', 'number in clust: 76')	2.377551896461004	2.7077129950396035	2.554043000964883	1.9557944077639287	0.7349123316828527	-0.28117851272915523	0.1278844080008061	0.394693077789855	0.18279931305230587	-0.2890734500059065	-0.14471250463788188	-0.2164162606150701	0.014686722983882607	-0.08532100456481535	-0.3349979164665173	-0.20214533923537842	-0.13203056120077866	-0.020680880887928056	-0.24638552305133354	-0.12866419517867533	0.40819688381483926	0.37697541646119404	0.0799872841795061	0.601215689802859	-0.27703805713980206	0.05134010608544376	-0.09545720554683138	-0.3723372084868586
('cluster-279', 'Majority-Treatment: PMA', 'number in clust: 42')	2.364090342700638	2.2782296665858186	3.379156831829719	2.2297309308845565	0.5744031332116085	-0.28135741662032354	-0.07626357764685762	-0.029828656786509755	-0.5052999981308793	-0.23313352063008067	0.08651511014443597	-0.05363845743185177	0.004517855885209946	-0.09920576464921324	-0.2907364390414523	-0.2171539149266521	0.702005199321326	-0.0902237978168982	-0.22449535535790333	0.08651624859399581	0.48128047288161413	0.9502479587137732	0.9478922642741192	1.6428074283293612	-0.2510469222672929	0.054993574685926486	0.15324358847305145	-0.38214625241970723
('cluster-361', 'Majority-Treatment: PMA', 'number in clust: 159')	1.2383592840116617	1.1301911122252726	1.9724131101507045	0.8511175126805594	0.40334144091790475	-0.29940816363776124	-0.22272585021853786	0.13826150287136535	-0.416240143323208	-0.31113997180130526	-0.16934136308290948	-0.25820914036403264	-0.010015285292884339	-0.12226823353243843	-0.3517935909813331	-0.24480450153282735	-0.16592218830210576	-0.07781363053391248	-0.24535100239760416	-0.1927382809147543	0.5197472206255994	0.15936282047472897	-0.11586695606978803	0.6909950929798117	-0.3633223103806184	-0.2271110229217212	0.07989998620591189	-0.40737123661976654
('cluster-294', 'Majority-Treatment: PMA', 'number in clust: 189')	1.050884649950148	1.3412354714610986	2.3554653826729686	1.8830048823112675	0.5426000580492015	-0.2804538905823768	-0.2838902849243448	0.037508333286293966	-0.20823556370710725	-0.2678624778498898	-0.15765476155781694	-0.2634343664929855	-0.010574929002550729	-0.1121167529229595	-0.42178073480971817	-0.27865214667005994	-0.15126876231830444	-0.09801316912948996	-0.23762745399944052	0.014777892965993605	-0.09539877007928976	-0.021697973844474083	-0.025132812171993105	0.11319037001910116	-0.35660373157674724	-0.18474727405592872	0.35865865211605946	-0.3907079901014264
('cluster-733', 'Majority-Treatment: PMA', 'number in clust: 40')	1.9720618843067987	1.337316292867562	1.886782314307192	1.2681643869051096	0.866138965552265	-0.22093751061281486	-0.09027209117656576	0.0016931107444200053	0.5936109856832009	-0.30056881326795254	-0.11490886683411702	-0.20567051616510215	0.0045597702235389455	-0.11230885986583568	-0.3584933026230286	-0.27333561564804404	0.5870829653289243	-0.11031450646404407	-0.2368518087473222	0.13159658110516223	0.196217708973613	0.8882828481414393	-0.4492269425248555	1.2303324723159537	-0.15915665779946972	-0.13966982033124697	-0.16229063148596584	-0.35243712620991335
('cluster-1939', 'Majority-Treatment: PMA', 'number in clust: 128')	1.468131446151149	1.4780566153011139	1.140413524764876	1.8014086956961437	0.3246622945024636	-0.2446300964966673	-0.19217222588112887	-0.036659514966529035	-0.3073043618982561	-0.2990338842255164	-0.12250877144714525	-0.24092800866360847	-0.0028091340400206123	-0.11459021535772447	-0.24932162127456167	-0.20513331289742937	-0.19204497759992425	-0.09828039120663895	-0.21038229634264793	-0.14722504635732367	0.6675096167813355	0.9569791668320486	-0.4426347143116828	1.7510560732062985	-0.3529951593031869	-0.16079533846838184	0.0372309322031959	-0.39863967201571915
('cluster-1001', 'Majority-Treatment: PMA', 'number in clust: 69')	0.34070855300680153	1.0553412696822482	0.5164986999664872	1.5785636776205332	0.12911159189381907	-0.2811947528085482	-0.38617238659186204	-0.27501715489816436	-0.23817457714607518	-0.3160879400728834	-0.13647912560567615	-0.2376001270373509	0.0034650035893723915	-0.13549812686604049	-0.011287608448959116	-0.26969779622041046	-0.31260775026126875	-0.10373147030838832	-0.22432463920606455	0.04669749573909042	0.46508286619784445	1.4733991904421504	0.18680230177944773	1.425355134515658	-0.2615318282276874	-0.2648641675621234	-0.3809671362017976	-0.3948275086682
